Z075790|11/09/1971|00010||17.8||||
Z075790|11/09/1971|00011||64||||
Z075790|11/09/1971|00021||70||||
Z075790|11/09/1971|00070|<|1||||
Z075790|11/09/1971|00095||310||||
Z075790|11/09/1971|00300||8||||
Z075790|11/09/1971|00310||1.5||||
Z075790|11/09/1971|00403||8||||
Z075790|11/09/1971|00940||9||||
Z075790|11/09/1971|00945||21||||
Z076357|11/09/1971|00010||15.6||||
Z076357|11/09/1971|00011||60||||
Z076357|11/09/1971|00021||64||||
Z076357|11/09/1971|00070|<|1||||
Z076357|11/09/1971|00095||286||||
Z076357|11/09/1971|00300||8.3||||
Z076357|11/09/1971|00310||2||||
Z076357|11/09/1971|00403||7.7||||
Z076357|11/09/1971|00940||7||||
Z076357|11/09/1971|00945||18||||
