Z008670|09/26/1973|00010||27.2||||
Z008670|09/26/1973|00011||81||||
Z008670|09/26/1973|00070||5||||
Z008670|09/26/1973|00094||160||||
Z008670|09/26/1973|00300||7.2||||
Z008670|09/26/1973|00400||6.6||||
Z008670|09/26/1973|00941||5||||
Z008671|10/25/1973|00010||21.7||||
Z008671|10/25/1973|00011||71||||
Z008671|10/25/1973|00070||5||||
Z008671|10/25/1973|00095||110||||
Z008671|10/25/1973|00300||7.4||||
Z008671|10/25/1973|00403||7.5||||
Z008671|10/25/1973|00530||18||||
Z008671|10/25/1973|00535||4||||
Z008671|10/25/1973|00610|<|0.1||||
Z008671|10/25/1973|00620||0.07||||
Z008671|10/25/1973|00650||0.44||||
Z008671|10/25/1973|00660||0.04||||
Z008671|10/25/1973|00665||0.144||||
Z008671|10/25/1973|00940||5||||
Z008671|10/25/1973|00945||12||||
Z008671|10/25/1973|31501||64||||
Z008671|10/25/1973|32211|<|4||||
Z008671|10/25/1973|70507||0.013||||
Z008672|11/19/1973|00010||17.8||||
Z008672|11/19/1973|00011||64||||
Z008672|11/19/1973|00070||5||||
Z008672|11/19/1973|00094||140||||
Z008672|11/19/1973|00300||7.6||||
Z008672|11/19/1973|00400||7.6||||
Z008672|11/19/1973|00941||10||||
Z008673|11/19/1973|00010||20.6||||
Z008673|11/19/1973|00011||69||||
Z008673|11/19/1973|00094||140||||
Z008673|11/19/1973|00300||7.6||||
Z008674|11/19/1973|00010||20||||
Z008674|11/19/1973|00011||68||||
Z008674|11/19/1973|00094||140||||
Z008674|11/19/1973|00300||7.5||||
Z008675|11/19/1973|00010||20||||
Z008675|11/19/1973|00011||68||||
Z008675|11/19/1973|00094||140||||
Z008675|11/19/1973|00300||7.5||||
Z008676|11/19/1973|00010||20||||
Z008676|11/19/1973|00011||68||||
Z008676|11/19/1973|00094||140||||
Z008676|11/19/1973|00300||7.4||||
Z008677|11/19/1973|00010||20.6||||
Z008677|11/19/1973|00011||69||||
Z008677|11/19/1973|00094||140||||
Z008677|11/19/1973|00300||7.5||||
Z008678|11/19/1973|00010||20||||
Z008678|11/19/1973|00011||68||||
Z008678|11/19/1973|00094||140||||
Z008678|11/19/1973|00300||7.3||||
